prefix,sum
ПЕРИОД:2026-09-01..2026-09-11,0
1,2464567
2,1125845
7,10500000
9,657620
85,50017000
86,1500000
90,4811989
96,5000000
97,1170510
98,10983335
99,13000000
102,26893707
104,323464
110,1191899
111,1026468
558,145600
