prefix,sum
ПЕРИОД:2026-09-12..2026-09-18,0
0,464464
1,1171450
2,348420
7,4020178
9,497240
85,26282825
86,188015
90,6519320
96,2445780
97,55492
98,3605956
99,4534554
100,196995
102,11385515
104,321872
110,1139475
111,748348
127,79023
Иналка Фуд Сервис ТОО,148860
