prefix,sum
ПЕРИОД:2026-09-01..2026-09-11,0
1,2445099
2,600020
7,8172118
9,798720
85,45307282
86,359937
90,10302635
95,1084
96,1067220
97,36534
98,6769168
99,12472178
100,306336
102,19744675
104,153392
107,68862
110,3055850
111,1054315
Иналка Фуд Сервис ТОО,365470
