prefix,sum
ПЕРИОД:2026-09-12..2026-09-18,0
1,1346570
2,511340
7,6600000
9,776670
85,27127000
86,500000
90,6000000
96,3000000
98,3000000
99,5000000
100,500000
102,9532270
110,1218840
111,527625
