НА:2026-09-11T23:59:59
"контрагент","1.1.Себестоимость продуктовая","1.9.Ремонт/Обслуживание производ.оборудования","2.4.Маркетинг","2.5.1.Расходы по реализации Прочие","2.5.6.Акция ФЗ","2Себестоимость (прочее)","3.3.1.Админ.расходы ПРОЧИЕ","3050 ВФП","4-Подотчет","5-Дебит.задолж.","7- Основные средства","99Главная касса","Авансы выданные","В/групповая реализация товаров и услуг","Выручка","Денежные средства","Доход от возмещение расходов на содержание гост.туалетов","Доходы прочие (аренда,ЧЛ и проч.)","Задолженность перед поставщиками","Зарплата","Касса Взаиморасчеты","Крафт Расходы","Кристал Каспии","Начисл БонусыП","Расчеты с гостями","Текущие расчеты с сотрудниками","Торговая выручка","Торговые кассы","ФЗ Жусан Банк","ФЗ Каспи","Цой Д.Л.Каспи","итого"
"26",0,0,0,0,0,0,0,0,0,0,0,-1205732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-728069,0,-1933801
"2605",0,0,0,0,0,0,0,0,0,0,0,-440581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20000,0,-460581
"26250",0,0,0,0,0,0,0,0,0,0,0,-131088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-131088
"2632125",0,0,0,0,0,0,0,0,0,0,0,-4990918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1682435,0,-6673353
"26378006",0,0,0,0,0,0,0,0,0,0,0,-893229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-206691,0,-1099920
"26418906",0,0,0,0,0,0,0,0,0,0,0,-53250,0,0,0,0,0,0,0,53250,0,0,0,0,0,0,0,0,0,0,0,0
"26675",0,0,0,0,0,0,0,0,0,0,0,-106750,0,0,0,0,0,0,0,126000,0,0,0,0,0,0,0,0,0,0,0,19250
"27",0,0,0,0,0,0,0,0,0,0,0,-6524792,0,0,0,0,0,0,0,403000,0,0,0,0,0,0,0,0,0,-1580386,0,-7702178
"272",0,0,0,0,0,0,0,0,0,0,0,-2891000,0,0,0,0,0,0,0,4167,0,0,0,0,0,-158346,0,0,0,-1532904,0,-4578083
"2739",0,0,0,0,0,0,0,0,0,0,0,-5018697,0,0,0,0,0,0,0,6431427,0,0,0,0,0,0,0,0,0,-966759,0,445971
"275",0,0,0,0,0,0,0,0,0,0,0,-127485,0,0,0,0,0,0,0,45600,0,0,0,0,0,0,0,0,0,0,0,-81885
"2799",0,0,0,0,0,0,0,0,0,0,0,-4089106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1546729,0,-5635835
"28",0,0,0,0,0,0,0,0,0,0,0,-32415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32415
"281",0,0,0,0,0,0,0,0,0,0,0,-529939,0,0,0,0,0,0,0,569250,0,0,0,0,0,0,0,0,0,0,0,39311
"2818",0,0,0,0,0,0,0,0,0,0,0,-87287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44878,0,-132165
"2835",0,0,0,0,0,0,0,0,0,0,0,-267000,0,0,0,0,0,0,0,0,0,0,0,0,0,-212023,0,0,0,0,0,-479023
"284319",0,0,0,0,0,0,0,0,0,0,0,-136175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-136175
"2881",0,0,0,0,0,0,0,0,0,0,0,-33400,0,0,0,0,0,0,0,33400,0,0,0,0,0,0,0,0,0,0,0,0
"2907",0,0,0,0,0,0,0,0,0,0,0,-100160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100160
"293933",0,0,0,0,0,0,0,0,0,0,0,-1679748,0,0,0,0,0,0,0,2363623,0,0,0,0,0,0,0,0,0,0,0,683875
"29435811",0,0,0,0,0,0,0,0,0,0,0,-3266984,0,0,0,0,0,0,0,26008,0,0,0,0,0,0,0,0,0,0,0,-3240976
"3",0,0,0,0,0,713740,0,0,0,637043,0,-22908549,0,0,0,0,0,0,0,7100192,0,0,0,0,0,-566314,0,0,0,-5444642,0,-20468530
"30",0,0,0,0,0,0,0,0,0,0,0,-4148923,0,0,0,0,0,0,0,1508800,0,0,0,0,0,0,0,0,0,0,0,-2640123
"301",0,0,0,0,0,0,0,0,0,0,0,-17205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17205
"30164909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,-1423000,0,0,0,0,0,77000
"30250",0,0,0,0,0,0,0,0,0,0,0,-689873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-689873
"3046076",0,0,0,0,0,0,0,0,0,0,0,-699730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-267401,0,-967131
"307",0,0,0,0,0,0,0,0,0,0,0,-614884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-995906,0,-1610790
"3078",0,0,0,0,0,0,0,0,0,0,0,-85283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85283
"31",0,0,0,0,0,0,0,0,0,0,0,-3874861,0,0,0,0,0,0,0,1580320,0,0,0,0,0,-260035,0,0,0,-1356855,0,-3911431
"3156",0,0,0,0,0,0,0,0,0,0,0,-305438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-305438
"31916563",0,0,0,0,0,0,0,0,0,0,0,-241134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-241134
"32",0,0,0,0,0,0,0,0,0,0,0,-4397433,0,0,0,0,0,0,0,574578,0,0,0,0,0,0,0,0,0,-418437,0,-4241292
"32129461",0,0,0,0,0,0,0,0,0,0,0,-36000,0,0,0,0,0,0,0,36000,0,0,0,0,0,0,0,0,0,0,0,0
"3226",0,0,0,0,0,0,0,0,0,0,0,-405475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73753,0,-479228
"325",0,0,0,0,0,0,0,0,0,0,0,-3308918,0,0,0,0,0,0,0,617488,0,0,0,0,0,0,0,0,0,0,0,-2691430
"32584",0,0,0,0,0,0,0,0,0,0,0,-1077423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-939193,0,-2016616
"33",0,0,0,0,0,0,0,0,0,0,0,-3121995,0,0,0,0,0,0,0,2030000,0,0,0,0,0,-271725,0,0,0,-520893,0,-1884613
"332",0,0,0,0,0,0,0,0,0,0,0,-528000,0,0,0,0,0,0,0,0,0,0,0,0,0,-3264,0,0,0,0,0,-531264
"333",0,0,0,0,0,0,0,0,0,0,0,-563371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-279243,0,-842614
"3331",0,0,0,0,0,0,0,0,0,0,0,-347689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-162426,0,-510115
"3369",0,0,0,0,0,0,0,0,0,0,0,-1166000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1166000
"33704412",0,0,0,0,0,0,0,0,0,0,0,-759385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-759385
"34",0,0,0,0,0,0,0,0,0,0,0,-9188000,0,0,0,0,0,0,0,352000,0,0,0,0,0,-424671,0,0,0,-811047,0,-10071718
"341",0,0,0,0,0,0,0,0,0,0,0,-929105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-929105
"34236782",0,0,0,0,0,0,0,0,0,0,0,-2732000,0,0,0,0,0,0,0,0,0,0,0,0,0,-135024,0,0,0,-895696,0,-3762720
"3471895",0,0,0,0,0,0,0,0,0,0,0,-2562358,0,0,0,0,0,0,0,316500,0,0,0,0,0,0,0,0,0,-340980,0,-2586838
"35",0,0,0,0,0,563724,0,0,0,0,0,-699028,0,0,0,0,0,0,0,145260,0,0,0,0,0,-132663,0,0,0,-98604,0,-221311
"352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74820,0,-74820
"3524",0,0,0,0,0,0,0,0,0,0,0,-227651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-227651
"3528",0,0,0,0,0,0,0,0,0,0,0,-1383236,0,0,0,0,0,0,0,1951704,0,0,0,0,0,0,0,0,0,-230021,0,338447
"353",0,0,0,0,0,0,0,0,0,0,0,-3279000,0,0,0,0,0,0,0,0,0,0,0,0,0,-127746,0,0,0,-2085073,0,-5491819
"358",0,0,0,0,0,0,0,0,0,0,0,-219026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-219026
"36",0,0,0,0,0,0,0,0,0,0,0,-5322673,0,0,0,0,0,0,0,9019325,0,0,0,0,0,-253356,0,0,0,-2750125,0,693171
"3664611",0,0,0,0,0,0,0,0,0,0,0,-248262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200842,0,-449104
"3689",0,0,0,0,0,0,0,0,0,0,0,-553773,0,0,0,0,0,0,0,0,0,0,-90604,0,0,0,0,0,0,-179321,0,-823698
"3691",0,0,0,0,0,0,0,0,0,0,0,-2573371,0,0,0,0,0,0,0,587000,0,0,0,0,0,0,0,0,0,0,0,-1986371
"3696599",0,0,0,0,0,0,0,0,0,0,0,-1625384,0,0,0,0,0,0,0,751978,0,0,0,0,0,0,0,0,0,0,0,-873406
"376",0,0,0,0,0,0,0,0,0,0,0,-10452555,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,-10430555
"37626102",0,0,0,0,0,0,0,0,0,0,0,-4917070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89256,0,-5006326
"37653205",0,0,0,0,0,0,0,0,0,0,0,-843690,0,0,0,0,0,0,0,933440,0,0,0,0,0,0,0,0,0,0,0,89750
"37660005",0,0,0,0,0,0,0,0,0,0,0,-2381000,0,0,0,0,0,0,0,0,0,0,0,0,0,6695,0,0,0,0,0,-2374305
"3793",0,0,0,0,0,0,0,0,0,0,0,-11739494,0,0,0,0,0,0,0,52000,0,0,0,0,0,7190,0,0,0,-50000,0,-11730304
"38",0,0,0,0,0,0,0,0,0,0,0,-8274519,0,0,0,0,0,0,0,0,0,0,0,0,0,-8758,0,0,0,-84942,0,-8368219
"3844",0,0,0,0,0,0,0,0,0,0,0,-229984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-229984
"387",0,0,0,0,0,0,0,0,0,0,0,-3614276,0,0,0,0,0,0,0,911855,0,0,0,0,0,0,0,0,0,0,0,-2702421
"3885763",0,0,0,0,0,0,0,0,0,0,0,-306127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-124938,0,-431065
"39",0,0,0,0,0,0,0,0,0,0,0,-1849000,0,0,0,0,0,0,0,0,0,0,0,0,0,-238739,0,0,0,-722472,0,-2810211
"391",0,0,0,0,0,0,0,0,0,0,0,-273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-273000
"393",0,0,0,0,0,0,0,0,0,0,0,-719995,0,0,0,0,0,0,0,0,0,0,0,0,0,-192684,0,0,0,-447241,0,-1359920
"398473",0,0,0,0,0,0,0,0,0,0,0,-359584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-359584
"4",4535990,0,0,0,0,324150405,0,0,0,0,0,-15034143,0,0,0,0,0,0,-164708258,1057807,-27778119,0,0,0,0,0,0,0,0,-3981553,0,118242129
"40",0,0,0,0,0,0,0,0,0,0,0,-3030499,0,0,0,0,0,0,0,659100,0,0,0,0,0,0,0,0,0,-766690,0,-3138089
"409",0,0,0,0,0,0,0,0,0,0,0,-470817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-234897,0,-705714
"40912373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-310791,0,0,0,-30000,0,-340791
"41",0,0,0,0,0,0,0,0,0,0,0,-14077607,0,0,0,0,0,0,0,78000,0,0,0,0,0,187,0,0,0,-96110,0,-14095530
"41026",0,0,0,0,0,0,0,0,0,0,0,-1091642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-809938,0,-1901580
"4127",0,0,0,0,0,0,0,0,0,0,0,-46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46000
"4171",0,0,0,0,0,0,0,0,0,0,0,-50874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50874
"42",0,0,0,0,0,0,0,0,0,0,0,-1173849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-273381,0,-1447230
"4222",0,0,0,0,0,0,0,0,0,0,0,-2390860,0,0,0,0,0,0,0,965300,0,0,0,0,0,0,0,0,0,0,0,-1425560
"424",0,0,0,0,0,0,0,0,0,0,0,-3884984,0,0,0,0,0,0,0,5696574,0,0,0,0,0,0,0,0,0,-1082611,0,728979
"43",0,0,0,0,0,0,0,0,0,0,0,-715814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-398666,0,-1114480
"4332",0,0,0,0,0,0,0,0,0,0,0,-90000,0,0,0,0,0,0,0,90000,0,0,0,0,0,0,0,0,0,0,0,0
"43447",0,0,0,0,0,0,0,0,0,0,0,-4840000,0,0,0,0,0,0,0,0,0,0,0,0,0,-132411,0,0,0,-3272446,0,-8244857
"43653",0,0,0,0,0,0,0,0,0,0,0,-389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30000,0,-30389
"437185",0,0,0,0,0,0,0,0,0,0,0,-83000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83000
"43916",0,0,0,0,0,0,0,0,0,0,0,-997945,0,0,0,0,0,0,0,866600,0,0,0,0,0,0,0,0,0,0,0,-131345
"44",0,0,0,0,0,0,0,0,0,0,0,-479079,0,0,0,0,0,0,0,159750,0,0,0,0,0,-6150,0,0,0,-60300,0,-385779
"443",0,0,0,0,0,0,0,0,0,0,0,-171830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-171830
"443008",0,0,0,0,0,0,0,0,0,0,0,-347651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-347651
"446",0,0,0,0,0,0,0,0,0,0,0,-343000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-343000
"45",0,0,0,0,0,0,0,0,0,0,0,-1556127,0,0,0,0,0,0,0,3451305,0,0,0,0,0,0,0,0,0,-1308750,0,586428
"4534",0,0,0,0,0,0,0,0,0,0,0,-1594208,0,0,0,0,0,0,0,216000,0,0,0,0,0,0,0,0,0,0,0,-1378208
"45665",0,0,0,0,0,0,0,0,0,0,0,-1176000,0,0,0,0,0,0,0,0,0,0,0,0,0,-84359,0,0,0,-576624,0,-1836983
"457",0,0,0,0,0,0,0,0,0,0,0,-2798851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1239735,0,-4038586
"4570",0,0,0,0,0,0,0,0,0,0,0,-1416296,0,0,0,0,0,0,0,506250,0,0,0,0,0,0,0,0,0,0,0,-910046
"46",0,0,0,0,0,0,0,0,0,0,0,-2212421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1547157,0,-3759578
"461320",0,0,0,0,0,0,0,0,0,0,0,-201135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-201135
"4623",0,0,0,0,0,0,0,0,0,0,0,-357947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-357947
"466",0,0,0,0,0,0,0,0,0,0,0,-42206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42206
"4668",0,0,0,0,0,0,0,0,0,0,0,-146334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-146334
"467029",0,0,0,0,0,0,0,0,0,0,0,-1020000,0,0,0,0,0,0,0,0,0,0,0,0,0,-191593,0,0,0,-401217,0,-1612810
"4671",0,0,0,0,0,0,0,0,0,0,0,-470415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-145042,0,-615457
"47",0,0,0,0,0,0,0,0,0,0,0,-83890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83890
"473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118800,0,0,-118800,0,0,0,0,0,0,0,0,0
"4731",0,0,0,0,0,0,0,0,0,0,0,-1963900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-869262,0,-2833162
"474",0,0,0,0,0,0,0,0,0,0,0,-955904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-195479,0,-1151383
"475",0,0,0,0,0,0,0,0,0,0,0,-1385182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1251019,0,-2636201
"477",0,0,0,0,0,0,0,0,0,0,0,-39413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39413
"4776",0,0,0,0,0,0,0,0,0,0,0,-324404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-330570,0,-654974
"4791984",0,0,0,0,0,0,0,0,0,0,0,-220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-220000
"48",0,0,0,0,0,0,0,0,0,0,0,-2699280,0,0,0,0,0,0,0,290280,0,0,0,0,0,0,0,0,0,-554299,0,-2963299
"4860",0,0,0,0,0,0,0,0,0,0,0,-67000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67000
"487737",0,0,0,0,0,0,0,0,0,0,0,-2692735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2692735
"489",0,0,0,0,0,0,0,0,0,0,0,-1557377,0,0,0,0,0,0,0,0,0,0,0,0,0,-9213,0,0,0,-37752,0,-1604342
"49",0,0,0,0,0,0,0,0,0,0,0,-71000,0,0,0,0,0,0,0,0,0,0,0,0,0,-164507,0,0,0,0,0,-235507
"493",0,0,0,0,0,0,0,0,0,0,0,-2527000,0,0,0,0,0,0,0,0,0,0,0,0,0,-209163,0,0,0,-725621,0,-3461784
"497",0,0,0,0,0,0,0,0,0,0,0,-807161,0,0,0,0,0,0,0,1100000,0,0,0,0,0,0,0,0,0,-33000,0,259839
"5",0,0,0,0,0,0,0,0,182113,0,0,-45271361,0,0,0,0,0,0,0,29494276,0,0,0,0,0,-1237667,0,0,0,-18066459,0,-34899098
"50",0,0,0,0,0,0,0,0,0,0,0,-406996,0,0,0,0,0,0,0,384841,0,0,0,0,0,0,0,0,0,0,0,-22155
"503",0,0,0,0,0,0,0,0,0,0,0,-2620945,0,0,0,0,0,0,0,297000,0,0,0,0,0,0,0,0,0,-651986,0,-2975931
"5038441",0,0,0,0,0,0,0,0,0,0,0,-201010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-201010
"504862",0,0,0,0,0,0,0,0,0,0,0,-85667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86829,0,-172496
"51",0,0,0,0,0,0,0,0,0,0,0,-3080631,0,0,0,0,0,0,0,821250,0,0,0,0,0,0,0,0,0,-8963,0,-2268344
"51430562",0,0,0,0,0,0,0,0,0,0,0,-1242441,0,0,0,0,0,0,0,0,0,0,0,0,0,-116308,0,0,0,-1005465,0,-2364214
"51946091",0,0,0,0,0,0,0,0,0,0,0,-2202000,0,0,0,0,0,0,0,3469155,0,0,0,0,0,-374420,0,0,0,-443853,0,448882
"52",0,0,0,0,0,0,0,0,0,0,0,-1342404,0,0,0,0,0,0,0,416250,0,0,0,0,0,0,0,0,0,-69037,0,-995191
"52141",0,0,0,0,0,0,0,0,0,0,0,-1883719,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,-1873719
"521813",0,0,0,0,0,0,0,0,0,0,0,-239021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-239021
"52261",0,0,0,0,0,0,0,0,0,0,0,-102123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40000,0,-142123
"523",0,0,0,0,0,0,0,0,0,0,0,-22320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22320
"525592",0,0,0,0,0,0,0,0,0,0,0,-285438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-285438
"52765072",0,0,0,0,0,0,0,0,0,0,0,-332330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-332330
"53",0,0,0,0,0,0,0,0,0,0,0,-72156106,0,0,0,0,0,0,0,184044020,-9625000,0,0,0,0,0,0,0,0,-3865385,0,98397529
"533337",0,0,0,0,0,0,0,0,0,0,0,-64677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64677
"53452",0,0,0,0,0,0,0,0,0,0,0,-67675,0,0,0,0,0,0,0,72000,0,0,0,0,0,0,0,0,0,0,0,4325
"536",0,0,0,0,0,0,0,0,0,0,0,-276640,0,0,0,0,0,0,0,36000,0,0,0,0,0,0,0,0,0,0,0,-240640
"54",0,0,0,0,0,0,0,0,0,0,0,-65129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65129
"542",0,0,0,0,0,0,0,0,0,0,0,-132318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-132318
"544",0,0,0,0,0,0,0,0,0,0,0,-9159500,0,0,0,0,0,0,0,37000,0,0,0,0,0,-239176,0,0,0,-88550,0,-9450226
"54869",0,0,0,0,0,0,0,0,0,0,0,-838609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-838609
"55",0,0,0,0,0,0,0,0,0,0,0,-44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44000
"5527",0,0,0,0,0,0,0,0,0,0,0,-9649319,0,0,0,0,0,0,0,762000,0,0,0,0,0,0,0,0,0,-1195682,0,-10083001
"553",0,0,0,0,0,0,0,0,0,0,0,-1327204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-182950,0,-1510154
"55430316",0,0,0,0,0,0,0,0,0,0,0,-2576047,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,-2561047
"555",712941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712941
"5555",0,0,0,0,0,0,0,0,0,453600,0,0,0,0,0,0,0,0,-453600,0,0,0,0,0,0,0,0,0,0,0,0,0
"556",15497,0,0,0,0,0,0,0,0,0,0,-347217,0,0,0,0,0,0,0,0,0,0,0,0,0,-191199,0,0,0,0,0,-522919
"5562",0,0,0,0,0,0,0,0,0,0,0,-2278910,0,0,0,0,0,0,0,71000,0,0,0,0,0,0,0,0,0,0,0,-2207910
"557",10699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10699
"558",0,0,0,0,0,0,0,0,0,641200,0,0,0,0,0,0,0,0,-548000,0,0,0,0,0,0,0,0,0,0,0,0,93200
"560",0,0,0,0,0,0,0,0,0,292600,0,-389520,0,0,0,0,0,0,0,432750,0,0,0,0,0,0,0,0,0,0,0,335830
"561",0,0,0,0,0,0,0,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9100
"5655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190909,0,0,0,0,0,-3083,0,0,0,0,0,187826
"57",0,0,0,0,0,0,0,0,0,0,0,-270726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-270726
"5702",0,0,0,0,0,0,0,0,0,0,0,-344655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-344655
"5706",0,0,0,0,0,0,0,0,0,0,0,-3819201,0,0,0,0,0,0,0,5710000,0,0,0,0,0,0,0,0,0,-1601733,0,289066
"5727",0,0,0,0,0,0,0,0,0,0,0,-4278945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1280716,0,-5559661
"573",0,0,0,0,0,0,0,0,0,0,0,-142000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-142000
"575",0,0,0,0,0,0,0,0,0,0,0,-70000,0,0,0,0,0,0,0,72000,0,0,0,0,0,0,0,0,0,0,0,2000
"576122",0,0,0,0,0,0,0,0,0,0,0,-2740829,0,0,0,0,0,0,0,762281,0,0,0,0,0,0,0,0,0,0,0,-1978548
"5784",0,0,0,0,0,0,0,0,0,0,0,-239998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-420418,0,-660416
"579",0,0,0,0,0,0,0,0,0,0,0,-111970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-111970
"58",0,0,0,0,0,9092261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9092261
"5803",0,0,0,0,0,0,0,0,0,0,0,-3647000,0,0,0,0,0,0,0,0,0,0,0,0,0,-239689,0,0,0,-1639624,0,-5526313
"58180",0,0,0,0,0,0,0,0,0,0,0,-83799,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,16201
"587",0,0,0,0,0,0,0,0,0,0,0,-225283,0,0,0,0,0,0,0,0,0,0,0,0,0,-522,0,0,0,-20000,0,-245805
"58758",0,0,0,0,0,0,0,0,0,0,0,-851625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-851625
"5880",0,0,0,0,0,0,0,0,0,0,0,-126181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83655,0,-209836
"59",0,0,0,0,0,0,0,0,0,0,0,-351132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-351132
"59016087",0,0,0,0,0,0,0,0,0,0,0,-129173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-129173
"5906",0,0,0,0,0,0,0,0,0,0,0,-175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-175000
"591710",0,0,0,0,0,0,0,0,0,0,0,-18510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50000,0,-68510
"592",0,0,0,0,0,0,0,0,0,0,0,-70000,0,0,0,0,0,0,0,70000,0,0,0,0,0,0,0,0,0,0,0,0
"59729",0,0,0,0,0,0,0,0,0,0,0,-77000,0,0,0,0,0,0,0,0,0,0,0,0,0,-111615,0,0,0,0,0,-188615
"59735072",0,0,0,0,0,0,0,0,0,0,0,-164075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-164075
"5995",0,0,0,0,0,0,0,0,0,0,0,-29500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29500
"6",0,0,0,0,0,0,0,0,0,0,0,-37172720,0,0,0,0,0,0,0,19300190,0,0,0,0,0,-516436,0,0,0,-9115060,0,-27504026
"60",0,0,0,0,0,0,0,0,0,0,0,-15089741,0,0,0,0,0,0,0,13797623,0,0,0,0,0,30238,0,0,0,-3110695,0,-4372575
"6018",0,0,0,0,0,0,0,0,0,0,0,-321587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-62940,0,-384527
"6020",0,0,0,0,0,0,0,0,0,0,0,-847739,0,0,0,0,0,0,0,553040,0,0,0,0,0,0,0,0,0,0,0,-294699
"6044",0,0,0,0,0,0,0,0,0,0,0,-546007,0,0,0,0,0,0,0,6240,0,0,0,0,0,0,0,0,0,-73950,0,-613717
